protein,seq_len,has_annotation,all_sites_safe,any_site_at_risk,max_site_pos,is_long,keep,reason
Q3V4E6,109,,,,,False,True,kept
Q8I2S7,301,,,,,False,True,kept
O08914,579,,,,,False,True,kept
P63316,161,,,,,False,True,kept
P03421,241,,,,,False,True,kept
P78317,190,,,,,False,True,kept
P9WJL3,535,,,,,False,True,kept
Q8TD43,1214,True,True,False,868.0,True,True,kept
P23576,451,,,,,False,True,kept
P21575,864,,,,,False,True,kept
Q2HPH0,67,,,,,False,True,kept
Q96QK1,796,,,,,False,True,kept
P01589,272,,,,,False,True,kept
P08294,240,,,,,False,True,kept
P39052,870,,,,,False,True,kept
Q8NFT8,737,,,,,False,True,kept
P04085,211,,,,,False,True,kept
P21281,511,,,,,False,True,kept
P54904,276,,,,,False,True,kept
P41921,483,,,,,False,True,kept
O89017,435,,,,,False,True,kept
Q01650,507,,,,,False,True,kept
Q9Y253,713,,,,,False,True,kept
O08816,501,,,,,False,True,kept
Q8WVY7,318,,,,,False,True,kept
Q99570,1358,True,True,False,148.0,True,True,kept
Q9TTK6,763,,,,,False,True,kept
P16638,1100,True,True,False,778.0,True,True,kept
P05024,1021,,,,,False,True,kept
Q8SPZ1,59,,,,,False,True,kept
Q13148,414,,,,,False,True,kept
P54754,993,,,,,False,True,kept
O15392,142,,,,,False,True,kept
Q15717,326,,,,,False,True,kept
Q969H4,720,,,,,False,True,kept
Q76MZ3,589,,,,,False,True,kept
Q04609,750,,,,,False,True,kept
Q9UL62,973,,,,,False,True,kept
Q61143,930,,,,,False,True,kept
Q9JJX6,388,,,,,False,True,kept
Q16775,308,,,,,False,True,kept
P02748,559,,,,,False,True,kept
Q9ULD8,1083,True,True,False,582.0,True,True,kept
P16662,529,,,,,False,True,kept
P14422,68,,,,,False,True,kept
Q9JHR7,1019,,,,,False,True,kept
O96394,329,,,,,False,True,kept
P07742,792,,,,,False,True,kept
P05804,603,,,,,False,True,kept
A9X4R8,38,,,,,False,True,kept
O87171,128,,,,,False,True,kept
P18063,394,,,,,False,True,kept
P11507,1043,True,True,False,907.0,True,True,kept
Q9Z0J5,526,,,,,False,True,kept
P00698,147,,,,,False,True,kept
O94222,520,,,,,False,True,kept
Q9NWT8,199,,,,,False,True,kept
P12504,192,,,,,False,True,kept
Q92995,863,,,,,False,True,kept
P36969,197,,,,,False,True,kept
P04578,856,,,,,False,True,kept
O15399,1336,True,True,False,759.0,True,True,kept
Q00690,612,,,,,False,True,kept
P34903,492,,,,,False,True,kept
A3KMY8,652,,,,,False,True,kept
P80370,383,,,,,False,True,kept
P45975,635,,,,,False,True,kept
P48544,419,,,,,False,True,kept
Q64578,994,,,,,False,True,kept
Q9JJ09,695,,,,,False,True,kept
Q2TJZ7,153,,,,,False,True,kept
Q8TAX0,266,,,,,False,True,kept
P19621,26,,,,,False,True,kept
O35880,50,,,,,False,True,kept
Q00610,1675,False,,,,True,False,dropped: no UniProt annotation
Q965D6,301,,,,,False,True,kept
Q9CWJ9,592,,,,,False,True,kept
P23368,584,,,,,False,True,kept
P63104,245,,,,,False,True,kept
Q92934,168,,,,,False,True,kept
O70423,765,,,,,False,True,kept
P10997,89,,,,,False,True,kept
P18510,177,,,,,False,True,kept
P09812,842,,,,,False,True,kept
P49959,708,,,,,False,True,kept
P22513,359,,,,,False,True,kept
P21836,614,,,,,False,True,kept
Q76LX8,1427,True,True,False,284.0,True,True,kept
P79248,174,,,,,False,True,kept
P52789,917,,,,,False,True,kept
P30204,458,,,,,False,True,kept
O75795,530,,,,,False,True,kept
Q0PXQ5,569,,,,,False,True,kept
P03418,391,,,,,False,True,kept
P04792,205,,,,,False,True,kept
P08487,1291,True,True,False,380.0,True,True,kept
P48145,328,,,,,False,True,kept
P08236,651,,,,,False,True,kept
O75807,674,,,,,False,True,kept
P35383,373,,,,,False,True,kept
P08603,1231,False,,,,True,False,dropped: no UniProt annotation
O94782,785,,,,,False,True,kept
O14788,317,,,,,False,True,kept
P13601,501,,,,,False,True,kept
Q8VBX4,331,,,,,False,True,kept
Q16690,384,,,,,False,True,kept
Q05BA5,1403,False,,,,True,False,dropped: no UniProt annotation
Q9U5N1,385,,,,,False,True,kept
Q9MYX2,263,,,,,False,True,kept
P23791,816,,,,,False,True,kept
Q9HB21,404,,,,,False,True,kept
Q77YF8,116,,,,,False,True,kept
P05227,332,,,,,False,True,kept
P19320,739,,,,,False,True,kept
P28070,264,,,,,False,True,kept
P00780,379,,,,,False,True,kept
Q67BT3,572,,,,,False,True,kept
P37840,140,,,,,False,True,kept
Q86YT5,568,,,,,False,True,kept
Q9Y263,795,,,,,False,True,kept
P08151,1106,False,,,,True,False,dropped: no UniProt annotation
P30613,574,,,,,False,True,kept
Q96NZ9,151,,,,,False,True,kept
P02458,1487,True,False,True,1309.0,True,False,dropped: binding site beyond 1022 aa
Q06347,560,,,,,False,True,kept
P05111,366,,,,,False,True,kept
Q8VNN2,1029,True,True,False,1005.0,True,True,kept
O75151,1096,True,True,False,323.0,True,True,kept
O14936,926,,,,,False,True,kept
D2K2A8,54,,,,,False,True,kept
Q11130,342,,,,,False,True,kept
Q9UNA4,740,,,,,False,True,kept
P11137,1827,False,,,,True,False,dropped: no UniProt annotation
P28843,760,,,,,False,True,kept
P04058,586,,,,,False,True,kept
Q2L8D9,9,,,,,False,True,kept
O43868,658,,,,,False,True,kept
A0A113T0T6,680,,,,,False,True,kept
Q64F92,205,,,,,False,True,kept
P36196,767,,,,,False,True,kept
P51577,388,,,,,False,True,kept
O93344,518,,,,,False,True,kept
Q6Y3N0,105,,,,,False,True,kept
O02604,623,,,,,False,True,kept
O75956,126,,,,,False,True,kept
P01160,151,,,,,False,True,kept
O97438,317,,,,,False,True,kept
P15382,129,,,,,False,True,kept
P22411,766,,,,,False,True,kept
Q16236,605,,,,,False,True,kept
Q9DDE3,634,,,,,False,True,kept
O00459,728,,,,,False,True,kept
O00337,649,,,,,False,True,kept
P24823,529,,,,,False,True,kept
Q6UVM3,1135,False,,,,True,False,dropped: no UniProt annotation
A5D7B7,760,,,,,False,True,kept
P01275,180,,,,,False,True,kept
P05230,155,,,,,False,True,kept
Q92835,1189,False,,,,True,False,dropped: no UniProt annotation
Q9HC16,384,,,,,False,True,kept
J3SE37,563,,,,,False,True,kept
P81072,26,,,,,False,True,kept
O00483,81,,,,,False,True,kept
Q99P97,158,,,,,False,True,kept
P10739,31,,,,,False,True,kept
Q76270,124,,,,,False,True,kept
Q5VWK5,629,,,,,False,True,kept
P29172,448,,,,,False,True,kept
P10636,758,,,,,False,True,kept
P32004,1257,False,,,,True,False,dropped: no UniProt annotation
Q9NZ42,101,,,,,False,True,kept
Q5SWA1,713,,,,,False,True,kept
Q06278,1338,True,False,True,1270.0,True,False,dropped: binding site beyond 1022 aa
O00220,468,,,,,False,True,kept
Q9NZN5,1544,False,,,,True,False,dropped: no UniProt annotation
Q00613,529,,,,,False,True,kept
P47806,1111,False,,,,True,False,dropped: no UniProt annotation
Q9NJH6,677,,,,,False,True,kept
P70682,604,,,,,False,True,kept
Q5YLN7,159,,,,,False,True,kept
P07140,649,,,,,False,True,kept
P11500,47,,,,,False,True,kept
P19332,752,,,,,False,True,kept
Q64676,541,,,,,False,True,kept
Q83TT7,20,,,,,False,True,kept
P02489,173,,,,,False,True,kept
P06760,648,,,,,False,True,kept
P15941,1255,False,,,,True,False,dropped: no UniProt annotation
P19205,732,,,,,False,True,kept
A3QR02,503,,,,,False,True,kept
P89582,95,,,,,False,True,kept
P81425,765,,,,,False,True,kept
P22309,533,,,,,False,True,kept
